,Incident No.,View,Unit,Zone,Function,Category,Incident Nature,Incident Type,Description,Incident Date,Reporting Date,Status,Debit Note Status
3288,3288,FAR,DTA,A-Zone,Physical Security,Security,Mock Drill,Plant Mock Drill - Level 1,Mock DrillPlant Mock Drill - Level 1,2020-02-28 00:00:00,2020-02-28,Approved By Site Head,
3289,3289,FAR,PCG,SEZ PCG,Physical Security,Others,Emergency response,Leakage / Spillage,Emergency responseLeakage / Spillage,2020-02-28 00:00:00,2020-02-28,Approved By Site Head,
3290,3290,FAR,DTA,Reliance Green,Traffic,Traffic incident,Near miss,,,2020-02-28 00:00:00,2020-02-28,Approved By Site Head,
3291,3291,FAR,PCG,SEZ PCG,Physical Security,Security,Non Payment Issue,,,2020-02-28 00:00:00,2020-02-28,Approved By Site Head,
3292,3292,FAR,DTA,Reliance Green,Physical Security,Security,Theft,Prevented / Foiled / Thwarted,TheftPrevented / Foiled / Thwarted,2020-02-27 00:00:00,2020-02-27,Approved By Site Head,
3293,3293,FAR,SEZ,D Zone,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2020-02-27 00:00:00,2020-02-27,Approved By Site Head,
3294,3294,FAR,PCG,DTA PCG,Traffic,Traffic incident,Near miss,,,2020-02-27 00:00:00,2020-02-27,Approved By Site Head,
3295,3295,FAR,SEZ,Material Zone,Physical Security,Safety violation,Without PPEs,W/o Safety shoes at worksite,Without PPEsW/o Safety shoes at worksite,2020-02-27 00:00:00,2020-02-27,Approved By Site Head,
3296,3296,FAR,C2,IIR,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2020-02-27 00:00:00,2020-02-27,Approved By Site Head,
3297,3297,FAR,SEZ,D Zone,Physical Security,Security,Alcohol,Consumption,AlcoholConsumption,2020-02-27 00:00:00,2020-02-27,Approved By Site Head,
3298,3298,FAR,C2,C2 Material,Physical Security,Security,Alcohol,Consumption,AlcoholConsumption,2020-02-27 00:00:00,2020-02-27,Approved By Site Head,
3299,3299,FAR,PCG,DTA PCG,Physical Security,Others,Emergency response,Leakage / Spillage,Emergency responseLeakage / Spillage,2020-02-27 00:00:00,2020-02-27,Approved By Site Head,
3300,3300,FAR,DTA,Reliance Green,Physical Security,Security,Damage to company property,Other than SAS,Damage to company propertyOther than SAS,2020-02-27 00:00:00,2020-02-27,Approved By Site Head,
3301,3301,FAR,SEZ,D Zone,Physical Security,Others,Emergency response,Leakage / Spillage,Emergency responseLeakage / Spillage,2020-02-26 00:00:00,2020-02-26,Approved By Site Head,
3302,3302,FAR,SEZ,Z-RTF,Traffic,Traffic incident,Near miss,,,2020-02-26 00:00:00,2020-02-26,Approved By Site Head,
3303,3303,FAR,SEZ,Material Zone,Physical Security,Security,Mock Drill,Security Mock Drill - Level 1,Mock DrillSecurity Mock Drill - Level 1,2020-02-26 00:00:00,2020-02-26,Approved By Site Head,
3304,3304,FAR,DTA,Reliance Green,Physical Security,Others,Emergency response,Others,Emergency responseOthers,26-FEB-2020,2020-02-26,Approved By Site Head,
3305,3305,FAR,SEZ,Material Zone,Physical Security,Security,Special Observations / Night Round,Other Observations,Special Observations / Night RoundOther Observations,2020-02-26 00:00:00,2020-02-26,Approved By Site Head,
3306,3306,FAR,C2,C2 Ops,Physical Security,Security,Threatening Case,,,2020-02-25 00:00:00,2020-02-25,Approved By Site Head,
3307,3307,FAR,MTF,MTF OSBL,Physical Security,Security,Mock Drill,Security Mock Drill - Level 1,Mock DrillSecurity Mock Drill - Level 1,2020-02-25 00:00:00,2020-02-25,Approved By Site Head,
3308,3308,FAR,MTF,MTF OSBL,Automation,Security,Critical Equipment down/Offline,Camera,Critical Equipment down/OfflineCamera,2020-02-25 00:00:00,2020-02-25,Approved By Site Head,
3309,3309,FAR,DTA,C-Zone,Traffic,Traffic incident,Near miss,,,2020-02-24 00:00:00,2020-02-24,Approved By Site Head,
3310,3310,FAR,DTA,Reliance Green,Physical Security,Security,Mock Drill,Plant Mock Drill - Level 1,Mock DrillPlant Mock Drill - Level 1,2020-02-23 00:00:00,2020-02-23,Approved By Site Head,
3311,3311,FAR,C2,C&Q,Physical Security,Security,Alcohol,Consumption,AlcoholConsumption,2020-02-23 00:00:00,2020-02-23,Not Approved,
3312,3312,FAR,Off Site,Off Site,Traffic,Traffic incident,Near miss,,,2020-02-23 00:00:00,2020-02-23,Not Approved,
3313,3313,FAR,DTA,B-Zone,Physical Security,Security,Theft,Prevented / Foiled / Thwarted,TheftPrevented / Foiled / Thwarted,2020-02-23 00:00:00,2020-02-23,Approved By Site Head,
3314,3314,FAR,C2,IIR,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2020-02-23 00:00:00,2020-02-23,Approved By Site Head,
3315,3315,FAR,C2,C2 Material,Physical Security,Security,Damage to company property,Other than SAS,Damage to company propertyOther than SAS,2020-02-22 00:00:00,2020-02-22,Approved By Site Head,
3316,3316,FAR,Off Site,Off Site,Physical Security,Security,Theft,Prevented / Foiled / Thwarted,TheftPrevented / Foiled / Thwarted,2020-02-22 00:00:00,2020-02-22,Not Approved,
3317,3317,FAR,C2,IIR,Physical Security,Security,Alcohol,Consumption,AlcoholConsumption,2020-02-22 00:00:00,2020-02-22,Approved By Site Head,
3318,3318,FAR,MTF,MTF OSBL,Physical Security,Security,Theft,Prevented / Foiled / Thwarted,TheftPrevented / Foiled / Thwarted,2020-02-22 00:00:00,2020-02-22,Approved By Site Head,
3319,3319,FAR,DTA,B-Zone,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2020-02-22 00:00:00,2020-02-22,Approved By Site Head,
3320,3320,FAR,DTA,Reliance Green,Physical Security,Security,Alcohol,Consumption,AlcoholConsumption,2020-02-21 00:00:00,2020-02-21,Approved By Site Head,
3321,3321,FAR,DTA,Reliance Green,Traffic,Traffic incident,Near miss,,,2020-02-21 00:00:00,2020-02-21,Approved By Site Head,
3322,3322,FAR,SEZ,Z-RTF,Physical Security,Security,Access control related,Without EP,Access control relatedWithout EP,2020-02-21 00:00:00,2020-02-21,Approved By Site Head,
3323,3323,FAR,DTA,A-Zone,Physical Security,Security,Alcohol,Consumption,AlcoholConsumption,2020-02-21 00:00:00,2020-02-21,Approved By Site Head,
3324,3324,FAR,C2,C2 Material,Physical Security,Security,Impersonation,Forged DL,ImpersonationForged DL,2020-02-20 00:00:00,2020-02-20,Approved By Site Head,
3325,3325,FAR,DTA,C-Zone,Automation,Security,Damage to company property,Barrier,Damage to company propertyBarrier,2020-02-20 00:00:00,2020-02-20,Approved By Site Head,
3326,3326,FAR,SEZ,D Zone,Physical Security,Others,Emergency response,Leakage / Spillage,Emergency responseLeakage / Spillage,2020-02-20 00:00:00,2020-02-20,Approved By Site Head,
3327,3327,FAR,DTA,A-Zone,Traffic,Traffic incident,Near miss,,,2020-02-20 00:00:00,2020-02-20,Approved By Site Head,
3328,3328,FAR,C2,C&Q,Physical Security,Others,Near Miss,,,2020-02-20 00:00:00,2020-02-20,Not Approved,
3329,3329,FAR,DTA,C-Zone,Physical Security,Others,Worksite accidents,Injury (Unclassified),Worksite accidentsInjury (Unclassified),2020-02-20 00:00:00,2020-02-20,Approved By Site Head,
3330,3330,FAR,SEZ,D Zone,Physical Security,Others,Near Miss,,,2020-02-20 00:00:00,2020-02-20,Approved By Site Head,
3331,3331,FAR,PCG,DTA PCG,Traffic,Traffic incident,Near miss,,,2020-02-20 00:00:00,2020-02-20,Approved By Site Head,
3332,3332,FAR,Off Site,Off Site,Physical Security,Others,Worksite accidents,Injury (Unclassified),Worksite accidentsInjury (Unclassified),2020-02-20 00:00:00,2020-02-20,Not Approved,
3333,3333,FAR,C2,IIR,Physical Security,Security,Non Payment Issue,,,2020-02-20 00:00:00,2020-02-20,Approved By Site Head,
3334,3334,FAR,C2,C&Q,Physical Security,Others,Near Miss,,,2020-02-19 00:00:00,2020-02-19,Not Approved,
3335,3335,FAR,C2,C2 Ops,Physical Security,Security,Non Payment Issue,,,2020-02-19 00:00:00,2020-02-19,Approved By Site Head,
3336,3336,FAR,SEZ,D Zone,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2020-02-19 00:00:00,2020-02-19,Approved By Site Head,
3337,3337,FAR,C2,C2 Ops,Physical Security,Security,Mock Drill,Security Mock Drill - Level 1,Mock DrillSecurity Mock Drill - Level 1,2020-02-19 00:00:00,2020-02-19,Approved By Site Head,
3338,3338,FAR,DTA,B-Zone,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2020-02-19 00:00:00,2020-02-19,Approved By Site Head,
3339,3339,FAR,MTF,MTF OSBL,Physical Security,Security,Alcohol,Consumption,AlcoholConsumption,2020-02-19 00:00:00,2020-02-19,Approved By Site Head,
3340,3340,FAR,SEZ,D Zone,Physical Security,Security,Access control related,Without EP,Access control relatedWithout EP,2020-02-19 00:00:00,2020-02-19,Approved By Site Head,
3341,3341,FAR,C2,C&Q,Traffic,Traffic violation,Driving under the influence of alcohol,,,2020-02-18 00:00:00,2020-02-18,Not Approved,
3342,3342,FAR,DTA,Reliance Green,Traffic,Traffic incident,Near miss,,,2020-02-18 00:00:00,2020-02-18,Approved By Site Head,
3343,3343,FAR,C2,C2 Ops,Traffic,Traffic incident,Near miss,,,2020-02-18 00:00:00,2020-02-18,Approved By Site Head,
3344,3344,FAR,DTA,C-Zone,Physical Security,Security,Access control related,Without EP,Access control relatedWithout EP,2020-02-18 00:00:00,2020-02-19,Approved By Site Head,
3345,3345,FAR,PCG,DTA PCG,Physical Security,Security,Theft,Prevented / Foiled / Thwarted,TheftPrevented / Foiled / Thwarted,2020-02-17 00:00:00,2020-02-17,Approved By Site Head,
3346,3346,FAR,C2,IIR,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2020-02-17 00:00:00,2020-02-17,Approved By Site Head,
3347,3347,FAR,C2,IIR,Physical Security,Security,Non Payment Issue,,,2020-02-17 00:00:00,2020-02-17,Approved By Site Head,
3348,3348,FAR,PCG,SEZ PCG,Physical Security,Security,Special Observations / Night Round,Other Observations,Special Observations / Night RoundOther Observations,2020-02-17 00:00:00,2020-02-17,Approved By Site Head,
3349,3349,FAR,DTA,B-Zone,Physical Security,Others,IR issue,Others,IR issueOthers,2020-02-17 00:00:00,2020-02-17,Approved By Site Head,
3350,3350,FAR,PCG,SEZ PCG,Physical Security,Security,Theft,Attempt,TheftAttempt,2020-02-17 00:00:00,2020-02-17,Approved By Site Head,
3351,3351,FAR,PCG,DTA PCG,Physical Security,Others,Near Miss,,,2020-02-16 00:00:00,2020-02-16,Approved By Site Head,
3352,3352,FAR,DTA,Reliance Green,Traffic,Traffic incident,Near miss,,,2020-02-16 00:00:00,2020-02-16,Approved By Site Head,
3353,3353,FAR,PCG,SEZ PCG,Physical Security,Security,Theft,Attempt,TheftAttempt,2020-02-16 00:00:00,2020-02-16,Approved By Site Head,
3354,3354,FAR,DTA,Reliance Green,Physical Security,Security,Damage to company property,Other than SAS,Damage to company propertyOther than SAS,2020-02-16 00:00:00,2020-02-16,Approved By Site Head,
3355,3355,FAR,PCG,DTA PCG,Physical Security,Security,Theft,Reported,TheftReported,2020-02-16 00:00:00,2020-02-16,Approved By Site Head,
3356,3356,FAR,DTA,Reliance Green,Traffic,Traffic incident,Near miss,,,2020-02-16 00:00:00,2020-02-16,Approved By Site Head,
3357,3357,FAR,PCG,DTA PCG,Physical Security,Security,Theft,Reported,TheftReported,2020-02-15 00:00:00,2020-02-15,Approved By Site Head,
3358,3358,FAR,DTA,C-Zone,Physical Security,Security,Alcohol,Consumption,AlcoholConsumption,2020-02-15 00:00:00,2020-02-15,Approved By Site Head,
3359,3359,FAR,Off Site,Off Site,Traffic,Traffic incident,MTC,,,2020-02-15 00:00:00,2020-02-15,Not Approved,
3360,3360,FAR,PCG,DTA PCG,Physical Security,Security,Access control related,Intrusion,Access control relatedIntrusion,2020-02-15 00:00:00,2020-02-15,Approved By Site Head,
3361,3361,FAR,C2,IIR,Physical Security,Security,Stone Pelting,,,2020-02-14 00:00:00,2020-02-14,Approved By Site Head,
3362,3362,FAR,DTA,B-Zone,Physical Security,Others,Near Miss,,,2020-02-14 00:00:00,2020-02-14,Approved By Site Head,
3363,3363,FAR,SEZ,D Zone,Physical Security,Security,Missing,,,2020-02-14 00:00:00,2020-02-14,Approved By Site Head,
3364,3364,FAR,DTA,C-Zone,Physical Security,Safety violation,Smoking,,,2020-02-14 00:00:00,2020-02-14,Approved By Site Head,
3365,3365,FAR,DTA,A-Zone,Automation,Security,Damage to company property,Others,Damage to company propertyOthers,2020-02-14 00:00:00,2020-02-14,Approved By Site Head,
3366,3366,FAR,DTA,A-Zone,Physical Security,Security,Special Observations / Night Round,Other Observations,Special Observations / Night RoundOther Observations,2020-02-14 00:00:00,2020-02-14,Approved By Site Head,
3367,3367,FAR,SEZ,D Zone,Physical Security,Security,Special Observations / Night Round,Other Observations,Special Observations / Night RoundOther Observations,2020-02-14 00:00:00,2020-02-16,Approved By Site Head,
3368,3368,FAR,C2,C2 Ops,Automation,Security,Damage to company property,Others,Damage to company propertyOthers,2020-02-14 00:00:00,2020-02-14,Approved By Site Head,
3369,3369,FAR,DTA,C-Zone,Traffic,Traffic violation,Rash & Negligent driving,,,2020-02-13 00:00:00,2020-02-13,Approved By Site Head,
3370,3370,FAR,Off Site,Off Site,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2020-02-13 00:00:00,2020-02-13,Not Approved,
3371,3371,FAR,C2,C2 Material,Physical Security,Security,Special Observations / Night Round,Other Observations,Special Observations / Night RoundOther Observations,2020-02-13 00:00:00,2020-02-13,Approved By Site Head,
3372,3372,FAR,C2,C2 Ops,Physical Security,Security,Theft,Prevented / Foiled / Thwarted,TheftPrevented / Foiled / Thwarted,2020-02-13 00:00:00,2020-02-13,Approved By Site Head,
3373,3373,FAR,DTA,A-Zone,Physical Security,Security,Mock Drill,Plant Mock Drill - Level 1,Mock DrillPlant Mock Drill - Level 1,2020-02-13 00:00:00,2020-02-13,Approved By Site Head,
3374,3374,FAR,DTA,A-Zone,Physical Security,Security,Alcohol,Consumption,AlcoholConsumption,2020-02-13 00:00:00,2020-02-13,Approved By Site Head,
3375,3375,FAR,C2,IIR,Physical Security,Others,Worksite accidents,Injury (Unclassified),Worksite accidentsInjury (Unclassified),2020-02-13 00:00:00,2020-02-13,Approved By Site Head,
3376,3376,FAR,DTA,A-Zone,Physical Security,Security,Missing,,,2020-02-12 00:00:00,2020-02-12,Approved By Site Head,
3377,3377,FAR,DTA,B-Zone,Physical Security,Security,Special Observations / Night Round,Other Observations,Special Observations / Night RoundOther Observations,2020-02-12 00:00:00,2020-02-12,Approved By Site Head,
3378,3378,FAR,PCG,DTA PCG,Physical Security,Security,Theft,Reported,TheftReported,2020-02-12 00:00:00,2020-02-13,Approved By Site Head,
3379,3379,FAR,DTA,B-Zone,Traffic,Traffic incident,Damaging property,,,2020-02-12 00:00:00,2020-02-12,Approved By Site Head,
3380,3380,FAR,Off Site,Off Site,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2020-02-12 00:00:00,2020-02-12,Not Approved,
3381,3381,FAR,DTA,Reliance Green,Physical Security,Security,Damage to company property,Other than SAS,Damage to company propertyOther than SAS,2020-02-12 00:00:00,2020-02-12,Approved By Site Head,
3382,3382,FAR,Off Site,Off Site,Traffic,Traffic incident,Near miss,,,2020-02-12 00:00:00,2020-02-12,Not Approved,
3383,3383,FAR,MTF,MTF ISBL,Physical Security,Others,IR issue,Others,IR issueOthers,2020-02-11 00:00:00,2020-02-11,Approved By Site Head,
3384,3384,FAR,DTA,A-Zone,Physical Security,Safety violation,Carrying inflammable material,Match box,Carrying inflammable materialMatch box,2020-02-11 00:00:00,2020-02-11,Approved By Site Head,
3385,3385,FAR,MTF,MTF ISBL,Physical Security,Security,Special Observations / Night Round,Unidentified Flying Object,Special Observations / Night RoundUnidentified Flying Object,2020-02-11 00:00:00,2020-02-11,Approved By Site Head,
3386,3386,FAR,MTF,MTF ISBL,Physical Security,Others,IR issue,,,2020-02-11 00:00:00,2020-02-11,Approved By Site Head,
3387,3387,FAR,DTA,A-Zone,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2020-02-11 00:00:00,2020-02-11,Approved By Site Head,
3388,3388,FAR,Common,Common,Traffic,Traffic incident,Near miss,,,2020-02-10 00:00:00,2020-02-10,Approved By Site Head,
3389,3389,FAR,DTA,B-Zone,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2020-02-10 00:00:00,2020-02-10,Approved By Site Head,
3390,3390,FAR,SEZ,H-Zone,Physical Security,Security,Alcohol,Recovered,AlcoholRecovered,2020-02-10 00:00:00,2020-02-10,Not Approved,
3391,3391,FAR,MTF,MTF OSBL,Physical Security,Security,Missing,,,2020-02-10 00:00:00,2020-02-10,Approved By Site Head,
3392,3392,FAR,MTF,Haul Road,Traffic,Traffic incident,Near miss,,,2020-02-10 00:00:00,2020-02-10,Approved By Site Head,
3393,3393,FAR,DTA,B-Zone,Physical Security,Security,Mock Drill,Plant Mock Drill - Level 1,Mock DrillPlant Mock Drill - Level 1,2020-02-10 00:00:00,2020-02-10,Approved By Site Head,
3394,3394,FAR,C2,C&Q,Physical Security,Security,Non Payment Issue,,,2020-02-10 00:00:00,2020-02-10,Not Approved,
3395,3395,FAR,SEZ,Material Zone,Physical Security,Security,Theft,Prevented / Foiled / Thwarted,TheftPrevented / Foiled / Thwarted,2020-02-10 00:00:00,2020-02-10,Approved By Site Head,
3396,3396,FAR,DTA,C-Zone,Physical Security,Others,IR issue,Others,IR issueOthers,2020-02-10 00:00:00,2020-02-10,Approved By Site Head,
3397,3397,FAR,DTA,Reliance Green,Automation,Security,Critical Equipment down/Offline,Camera,Critical Equipment down/OfflineCamera,2020-02-10 00:00:00,2020-02-10,Approved By Site Head,
3398,3398,FAR,DTA,A-Zone,Physical Security,Safety violation,Carrying inflammable material,Match box,Carrying inflammable materialMatch box,2020-02-10 00:00:00,2020-02-10,Approved By Site Head,
3399,3399,FAR,DTA,Reliance Green,Physical Security,Security,Alcohol,Consumption,AlcoholConsumption,2020-02-09 00:00:00,2020-02-09,Approved By Site Head,
3400,3400,FAR,DTA,Reliance Green,Physical Security,Security,Missing,,,2020-02-08 00:00:00,2020-02-08,Approved By Site Head,
3401,3401,FAR,DTA,Reliance Green,Physical Security,Security,Theft,Prevented / Foiled / Thwarted,TheftPrevented / Foiled / Thwarted,2020-02-08 00:00:00,2020-02-08,Approved By Site Head,
3402,3402,FAR,DTA,Reliance Green,Physical Security,Security,Theft,Prevented / Foiled / Thwarted,TheftPrevented / Foiled / Thwarted,2020-02-08 00:00:00,2020-02-08,Approved By Site Head,
3403,3403,FAR,Common,Common,Physical Security,Security,Theft,Prevented / Foiled / Thwarted,TheftPrevented / Foiled / Thwarted,2020-02-08 00:00:00,2020-02-08,Not Approved,
3404,3404,FAR,Off Site,Off Site,Traffic,Traffic incident,Near miss,,,2020-02-08 00:00:00,2020-02-08,Approved By Site Head,
